Date,Time,State,Cured,Deaths,Confirmed
20-03-20,6:00 PM,Imo,1,0,17
20-03-20,6:00 PM,Enugu,0,0,1
20-03-20,6:00 PM,Jigawa,0,0,4
20-03-20,6:00 PM,Yobe,0,0,10
20-03-20,6:00 PM,Osun,9,0,23
20-03-20,6:00 PM,Adamawa,0,0,3
20-03-20,6:00 PM,Kaduna,0,0,2
21-03-20,6:00 PM,Ogun,0,0,3
21-03-20,6:00 PM,Akwa Ibom,0,0,1
21-03-20,6:00 PM,Abuja,5,1,26
21-03-20,6:00 PM,Ebonyi,0,0,7
21-03-20,6:00 PM,plateau,0,0,17
21-03-20,6:00 PM,Borno,0,0,2
21-03-20,6:00 PM,Gombe,1,1,15
21-03-20,6:00 PM,Lagos,3,0,40
21-03-20,6:00 PM,Sokoto,0,0,4
21-03-20,6:00 PM,Lagos,0,1,63
21-03-20,6:00 PM,Abia,0,0,2
21-03-20,6:00 PM,Niger,0,0,1
21-03-20,6:00 PM,Delta,0,1,13
21-03-20,6:00 PM,Bayelsa,3,0,17
21-03-20,6:00 PM,Rivers,1,0,3
21-03-20,6:00 PM,Imo,1,0,21
21-03-20,6:00 PM,Enugu,0,0,1
21-03-20,6:00 PM,Jigawa,0,0,4
21-03-20,6:00 PM,Yobe,0,0,13
21-03-20,6:00 PM,Osun,9,0,24
21-03-20,6:00 PM,Adamawa,0,0,3
21-03-20,6:00 PM,Kaduna,0,0,3
22-03-20,6:00 PM,Ogun,0,0,5
22-03-20,6:00 PM,Taraba,0,1,2
22-03-20,6:00 PM,Akwa Ibom,0,0,1
22-03-20,6:00 PM,Abuja,5,1,29
22-03-20,6:00 PM,Ebonyi,0,1,18
22-03-20,6:00 PM,plateau,0,0,21
22-03-20,6:00 PM,Borno,0,0,2
22-03-20,6:00 PM,Gombe,2,1,26
22-03-20,6:00 PM,Lagos,3,0,52
22-03-20,6:00 PM,Sokoto,0,0,4
22-03-20,6:00 PM,Lagos,0,2,67
22-03-20,6:00 PM,Abia,0,0,2
22-03-20,6:00 PM,Niger,0,0,1
22-03-20,6:00 PM,Delta,0,1,21
22-03-20,6:00 PM,Bayelsa,3,0,24
22-03-20,6:00 PM,Rivers,1,0,7
22-03-20,6:00 PM,Imo,1,0,22
22-03-20,6:00 PM,Enugu,0,0,5
22-03-20,6:00 PM,Jigawa,0,0,4
22-03-20,6:00 PM,Yobe,0,0,13
22-03-20,6:00 PM,Osun,9,0,27
22-03-20,6:00 PM,Adamawa,0,0,3
22-03-20,6:00 PM,Kaduna,0,0,4
23-03-20,6:00 PM,Ogun,0,0,7
23-03-20,6:00 PM,Taraba,0,1,2
23-03-20,6:00 PM,Akwa Ibom,0,0,1
23-03-20,6:00 PM,Abuja,5,1,29
23-03-20,6:00 PM,Ebonyi,0,1,29
23-03-20,6:00 PM,plateau,0,0,26
23-03-20,6:00 PM,Borno,0,0,2
23-03-20,6:00 PM,Gombe,2,1,33
23-03-20,6:00 PM,Lagos,3,0,67
23-03-20,6:00 PM,Sokoto,0,0,6
23-03-20,6:00 PM,Lagos,0,2,74
23-03-20,6:00 PM,Abia,0,0,2
23-03-20,6:00 PM,Niger,0,0,1
23-03-20,6:00 PM,Delta,0,1,21
23-03-20,6:00 PM,Bayelsa,3,0,28
23-03-20,6:00 PM,Rivers,1,0,9
23-03-20,6:00 PM,Imo,1,0,32
23-03-20,6:00 PM,Enugu,0,0,6
23-03-20,6:00 PM,Jigawa,0,0,4
23-03-20,6:00 PM,Yobe,0,0,13
23-03-20,6:00 PM,Osun,9,0,31
23-03-20,6:00 PM,Adamawa,0,0,3
23-03-20,6:00 PM,Kaduna,0,0,7
24-03-20,6:00 PM,Ogun,0,0,8
24-03-20,6:00 PM,Taraba,0,1,3
24-03-20,6:00 PM,Akwa Ibom,0,0,1
24-03-20,6:00 PM,Abuja,6,1,30
24-03-20,6:00 PM,Ebonyi,0,1,33
24-03-20,6:00 PM,plateau,11,0,28
24-03-20,6:00 PM,Borno,0,1,3
24-03-20,6:00 PM,Gombe,3,1,37
24-03-20,6:00 PM,Lagos,4,0,95
24-03-20,6:00 PM,Sokoto,0,0,7
24-03-20,6:00 PM,Lagos,0,2,89
24-03-20,6:00 PM,cros River,0,0,1
24-03-20,6:00 PM,Abia,0,0,2
24-03-20,6:00 PM,Niger,0,0,1
24-03-20,6:00 PM,Delta,0,1,29
24-03-20,6:00 PM,Bayelsa,3,0,32
24-03-20,6:00 PM,Rivers,1,0,15
24-03-20,6:00 PM,Imo,1,0,35
24-03-20,6:00 PM,Enugu,0,0,7
24-03-20,6:00 PM,Jigawa,0,0,4
24-03-20,6:00 PM,Yobe,0,0,13
24-03-20,6:00 PM,Osun,11,0,33
24-03-20,6:00 PM,Adamawa,0,0,4
24-03-20,6:00 PM,Kaduna,0,1,9
25-03-20,6:00 PM,Ogun,1,0,9
25-03-20,6:00 PM,Taraba,0,1,4
25-03-20,6:00 PM,Akwa Ibom,0,0,1
25-03-20,6:00 PM,Abuja,6,1,31
25-03-20,6:00 PM,Ebonyi,0,1,38
25-03-20,6:00 PM,plateau,11,0,28
25-03-20,6:00 PM,Borno,0,1,3
25-03-20,6:00 PM,Gombe,3,1,41
25-03-20,6:00 PM,Lagos,4,0,109
25-03-20,6:00 PM,Sokoto,0,0,14
25-03-20,6:00 PM,Lagos,1,3,128
25-03-20,6:00 PM,cros River,0,0,1
25-03-20,6:00 PM,Kebbi,0,0,1
25-03-20,6:00 PM,Abia,0,0,2
25-03-20,6:00 PM,Niger,0,0,1
25-03-20,6:00 PM,Delta,0,1,29
25-03-20,6:00 PM,Bayelsa,3,0,36
25-03-20,6:00 PM,Rivers,1,0,18
25-03-20,6:00 PM,Imo,1,0,35
25-03-20,6:00 PM,Enugu,0,0,7
25-03-20,6:00 PM,Jigawa,1,0,7
25-03-20,6:00 PM,Yobe,0,0,13
25-03-20,6:00 PM,Osun,11,0,37
25-03-20,6:00 PM,Adamawa,0,0,4
25-03-20,6:00 PM,Kaduna,0,1,9
26-03-20,6:00 PM,Oyo,0,0,1
26-03-20,6:00 PM,Ogun,1,0,11
26-03-20,6:00 PM,Taraba,0,1,6
26-03-20,6:00 PM,Enugu,0,0,7
26-03-20,6:00 PM,Akwa Ibom,0,0,6
26-03-20,6:00 PM,Abuja,6,1,36
26-03-20,6:00 PM,Ekiti,0,0,3
26-03-20,6:00 PM,Ebonyi,0,3,43
26-03-20,6:00 PM,plateau,11,0,30
26-03-20,6:00 PM,Borno,0,1,3
26-03-20,6:00 PM,Jigawa,1,0,13
26-03-20,6:00 PM,Gombe,3,2,55
26-03-20,6:00 PM,Lagos,6,0,118
26-03-20,6:00 PM,Yobe,0,0,13
26-03-20,6:00 PM,Sokoto,0,1,20
26-03-20,6:00 PM,Lagos,1,3,124
26-03-20,6:00 PM,cros River,0,0,1
26-03-20,6:00 PM,Kebbi,0,0,1
26-03-20,6:00 PM,Abia,0,0,2
26-03-20,6:00 PM,Niger,0,0,1
26-03-20,6:00 PM,Delta,0,1,33
26-03-20,6:00 PM,Bayelsa,3,0,41
26-03-20,6:00 PM,Rivers,1,1,26
26-03-20,6:00 PM,Imo,1,0,44
26-03-20,6:00 PM,Adamawa,0,0,5
26-03-20,6:00 PM,Osun,11,0,41
26-03-20,6:00 PM,Kaduna,0,1,10
27-03-20,10:00 AM,Oyo,0,0,1
27-03-20,10:00 AM,Ogun,1,0,12
27-03-20,10:00 AM,Taraba,0,1,6
27-03-20,10:00 AM,Enugu,0,0,7
27-03-20,10:00 AM,Akwa Ibom,0,0,6
27-03-20,10:00 AM,Abuja,6,1,36
27-03-20,10:00 AM,Ekiti,0,0,3
27-03-20,10:00 AM,Ebonyi,0,3,43
27-03-20,10:00 AM,plateau,11,0,30
27-03-20,10:00 AM,Borno,0,1,3
27-03-20,10:00 AM,Jigawa,1,1,13
27-03-20,10:00 AM,Gombe,3,2,55
27-03-20,10:00 AM,Lagos,11,0,137
27-03-20,10:00 AM,Yobe,3,0,13
27-03-20,10:00 AM,Sokoto,0,1,20
27-03-20,10:00 AM,Lagos,15,4,130
27-03-20,10:00 AM,cros River,0,0,1
27-03-20,10:00 AM,Kebbi,0,0,1
27-03-20,10:00 AM,Abia,0,0,2
27-03-20,10:00 AM,Niger,0,0,1
27-03-20,10:00 AM,Delta,0,1,33
27-03-20,10:00 AM,Bayelsa,3,0,41
27-03-20,10:00 AM,Rivers,1,1,29
27-03-20,10:00 AM,Imo,1,0,45
27-03-20,10:00 AM,Adamawa,0,0,5
27-03-20,10:00 AM,Osun,11,0,41
27-03-20,10:00 AM,Kaduna,0,1,10
28-03-20,6:00 PM,Ogun,1,0,14
28-03-20,6:00 PM,Oyo,0,0,6
28-03-20,6:00 PM,Taraba,0,1,9
28-03-20,6:00 PM,Enugu,0,0,8
28-03-20,6:00 PM,Akwa Ibom,0,0,6
28-03-20,6:00 PM,Abuja,6,1,39
28-03-20,6:00 PM,Ekiti,0,0,3
28-03-20,6:00 PM,Ebonyi,0,3,45
28-03-20,6:00 PM,plateau,12,0,33
28-03-20,6:00 PM,Borno,0,1,3
28-03-20,6:00 PM,Jigawa,1,1,20
28-03-20,6:00 PM,Gombe,3,2,55
28-03-20,6:00 PM,Lagos,11,0,176
28-03-20,6:00 PM,Yobe,3,0,13
28-03-20,6:00 PM,Sokoto,0,2,30
28-03-20,6:00 PM,Lagos,25,5,180
28-03-20,6:00 PM,cros River,0,0,1
28-03-20,6:00 PM,Kebbi,0,0,1
28-03-20,6:00 PM,Abia,0,0,3
28-03-20,6:00 PM,Niger,0,0,1
28-03-20,6:00 PM,Delta,1,1,38
28-03-20,6:00 PM,Bayelsa,3,0,54
28-03-20,6:00 PM,Rivers,2,1,40
28-03-20,6:00 PM,Imo,1,0,56
28-03-20,6:00 PM,Adamawa,0,0,5
28-03-20,6:00 PM,Osun,11,0,55
28-03-20,6:00 PM,Kaduna,0,1,15
29-03-20,7:30 PM,Ogun,1,0,19
29-03-20,7:30 PM,Oyo,0,0,9
29-03-20,7:30 PM,Taraba,0,1,11
29-03-20,7:30 PM,Enugu,0,0,8
29-03-20,7:30 PM,Akwa Ibom,0,0,7
29-03-20,7:30 PM,Abuja,6,2,49
29-03-20,7:30 PM,Ekiti,0,0,5
29-03-20,7:30 PM,Ebonyi,1,5,58
29-03-20,7:30 PM,plateau,17,0,33
29-03-20,7:30 PM,Borno,0,1,3
29-03-20,7:30 PM,Jigawa,1,2,31
29-03-20,7:30 PM,Gombe,5,3,76
29-03-20,7:30 PM,Lagos,15,1,182
29-03-20,7:30 PM,Yobe,3,0,13
29-03-20,7:30 PM,Sokoto,0,2,30
29-03-20,7:30 PM,Lagos,25,6,186
29-03-20,7:30 PM,cros River,0,0,1
29-03-20,7:30 PM,Kebbi,0,0,1
29-03-20,7:30 PM,Abia,0,0,3
29-03-20,7:30 PM,Niger,0,0,1
29-03-20,7:30 PM,Delta,1,1,38
29-03-20,7:30 PM,Bayelsa,3,0,55
29-03-20,7:30 PM,Rivers,4,1,49
29-03-20,7:30 PM,Imo,1,1,66
29-03-20,7:30 PM,Adamawa,2,0,7
29-03-20,7:30 PM,Osun,11,0,65
29-03-20,7:30 PM,Kaduna,0,1,18
30-03-20,9:30 PM,Ogun,1,0,23
30-03-20,9:30 PM,Oyo,0,0,9
30-03-20,9:30 PM,Taraba,0,1,15
30-03-20,9:30 PM,Enugu,0,0,8
30-03-20,9:30 PM,Akwa Ibom,0,0,7
30-03-20,9:30 PM,Abuja,6,2,87
30-03-20,9:30 PM,Ekiti,0,0,5
30-03-20,9:30 PM,Ebonyi,1,6,69
30-03-20,9:30 PM,plateau,18,0,36
30-03-20,9:30 PM,Borno,0,1,3
30-03-20,9:30 PM,Jigawa,2,2,48
30-03-20,9:30 PM,Gombe,5,3,83
30-03-20,9:30 PM,Lagos,19,1,202
30-03-20,9:30 PM,Yobe,3,0,13
30-03-20,9:30 PM,Sokoto,0,3,47
30-03-20,9:30 PM,Lagos,25,8,198
30-03-20,9:30 PM,cros River,0,0,1
30-03-20,9:30 PM,Kebbi,0,0,1
30-03-20,9:30 PM,Abia,0,0,3
30-03-20,9:30 PM,Niger,0,0,1
30-03-20,9:30 PM,Delta,1,1,38
30-03-20,9:30 PM,Bayelsa,3,0,59
30-03-20,9:30 PM,Rivers,4,1,67
30-03-20,9:30 PM,Imo,1,1,71
30-03-20,9:30 PM,Adamawa,2,0,7
30-03-20,9:30 PM,Osun,11,0,82
30-03-20,9:30 PM,Kaduna,0,1,22
30-03-20,9:30 PM,Nasarawa,0,0,46
31-03-20,8:30 PM,Ogun,1,0,40
31-03-20,8:30 PM,Oyo,0,0,10
31-03-20,8:30 PM,Taraba,0,1,15
31-03-20,8:30 PM,Enugu,0,0,13
31-03-20,8:30 PM,Akwa Ibom,0,0,8
31-03-20,8:30 PM,Abuja,6,2,97
31-03-20,8:30 PM,Ekiti,0,0,5
31-03-20,8:30 PM,Ebonyi,3,6,73
31-03-20,8:30 PM,plateau,21,0,40
31-03-20,8:30 PM,Borno,0,1,3
31-03-20,8:30 PM,Jigawa,2,2,54
31-03-20,8:30 PM,Gombe,5,3,83
31-03-20,8:30 PM,Lagos,19,1,234
31-03-20,8:30 PM,Yobe,3,0,13
31-03-20,8:30 PM,Sokoto,0,3,47
31-03-20,8:30 PM,Lagos,39,9,216
31-03-20,8:30 PM,cros River,0,0,1
31-03-20,8:30 PM,Kebbi,0,0,1
31-03-20,8:30 PM,Abia,0,0,3
31-03-20,8:30 PM,Niger,0,0,1
31-03-20,8:30 PM,Delta,1,3,41
31-03-20,8:30 PM,Bayelsa,3,0,74
31-03-20,8:30 PM,Rivers,4,1,74
31-03-20,8:30 PM,Imo,1,1,79
31-03-20,8:30 PM,Adamawa,2,0,7
31-03-20,8:30 PM,Osun,14,0,101
31-03-20,8:30 PM,Kaduna,0,2,26
31-03-20,8:30 PM,Nasarawa,0,0,38
04-01-20,7:30 PM,Ogun,1,0,83
04-01-20,7:30 PM,Oyo,0,0,10
04-01-20,7:30 PM,Koggi,0,0,1
04-01-20,7:30 PM,Taraba,0,1,23
04-01-20,7:30 PM,Enugu,0,0,16
04-01-20,7:30 PM,Akwa Ibom,2,0,9
04-01-20,7:30 PM,Abuja,6,2,152
04-01-20,7:30 PM,Ekiti,0,0,5
04-01-20,7:30 PM,Ebonyi,5,6,82
04-01-20,7:30 PM,plateau,21,0,43
04-01-20,7:30 PM,Borno,0,1,3
04-01-20,7:30 PM,Jigawa,2,2,62
04-01-20,7:30 PM,Benue,0,0,1
04-01-20,7:30 PM,Gombe,8,3,101
04-01-20,7:30 PM,Lagos,23,2,241
04-01-20,7:30 PM,Yobe,3,0,13
04-01-20,7:30 PM,Sokoto,0,3,66
04-01-20,7:30 PM,Lagos,39,9,302
04-01-20,7:30 PM,cros River,0,0,1
04-01-20,7:30 PM,Kebbi,0,0,1
04-01-20,7:30 PM,Abia,0,0,4
04-01-20,7:30 PM,Niger,1,0,3
04-01-20,7:30 PM,Delta,1,3,42
04-01-20,7:30 PM,Bayelsa,3,0,93
04-01-20,7:30 PM,Rivers,6,1,234
04-01-20,7:30 PM,Imo,1,3,96
04-01-20,7:30 PM,Adamawa,2,0,7
04-01-20,7:30 PM,Osun,14,2,103
04-01-20,7:30 PM,Kaduna,6,3,37
04-02-20,6:00 PM,Ogun,1,1,86
04-02-20,6:00 PM,Oyo,0,0,10
04-02-20,6:00 PM,Koggi,0,0,5
04-02-20,6:00 PM,Taraba,0,1,24
04-02-20,6:00 PM,Enugu,0,0,16
04-02-20,6:00 PM,Akwa Ibom,2,0,9
04-02-20,6:00 PM,Abuja,8,4,219
04-02-20,6:00 PM,Ekiti,0,0,5
04-02-20,6:00 PM,Ebonyi,8,7,87
04-02-20,6:00 PM,plateau,21,0,43
04-02-20,6:00 PM,Borno,1,1,3
04-02-20,6:00 PM,Jigawa,2,2,62
04-02-20,6:00 PM,Benue,0,0,1
04-02-20,6:00 PM,Gombe,9,3,110
04-02-20,6:00 PM,Lagos,25,2,265
04-02-20,6:00 PM,Yobe,3,0,13
04-02-20,6:00 PM,Sokoto,0,6,99
04-02-20,6:00 PM,Lagos,42,13,335
04-02-20,6:00 PM,cros River,0,0,1
04-02-20,6:00 PM,Kebbi,0,0,1
